,Company,Departments,Description,Experience,Industry,Location,Portal,Portal_Id,Posted_On,Scraped_Datetime,Skills,Title,Type,URL,_id
637,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Gorakhpur5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Gorakhpur,Internshala,5659855111152220030,2020-08-10 11:26:58.656,2020-08-10 11:26:58.656,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-gorakhpur-in-dhisigma-systems-private-limited1596970683,5f312f623fca4a5498b8c275
638,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Nagpur5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Nagpur,Internshala,-2971899354327508349,2020-08-10 11:27:06.737,2020-08-10 11:27:06.737,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-nagpur-in-dhisigma-systems-private-limited1596970591,5f312f623fca4a5498b8c276
639,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Rajahmundry5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Rajahmundry,Internshala,3756990045286580356,2020-08-10 11:27:08.728,2020-08-10 11:27:08.728,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-rajahmundry-in-dhisigma-systems-private-limited1596970632,5f312f623fca4a5498b8c277
640,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Kakinada,Internshala,-5260288741070721934,2020-08-10 11:27:10.813,2020-08-10 11:27:10.813,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-kakinada-in-dhisigma-systems-private-limited1596970544,5f312f623fca4a5498b8c278
641,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Chennai,Internshala,-2713040160038353207,2020-08-10 11:27:13.498,2020-08-10 11:27:13.499,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-chennai-in-dhisigma-systems-private-limited1596970424,5f312f623fca4a5498b8c279
642,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About the internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Bangalore5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Bangalore,Internshala,7685395832343934188,2020-08-10 11:27:15.389,2020-08-10 11:27:15.389,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-internship-in-bangalore-at-dhisigma-systems-private-limited1596970347,5f312f623fca4a5498b8c27a
643,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About the internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Kolkata5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Kolkata,Internshala,-4397731378046491573,2020-08-10 11:27:17.783,2020-08-10 11:27:17.783,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-internship-in-kolkata-at-dhisigma-systems-private-limited1596970270,5f312f623fca4a5498b8c27b
644,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Lucknow5. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Lucknow,Internshala,-219007573403163231,2020-08-10 11:27:21.486,2020-08-10 11:27:21.486,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-lucknow-in-dhisigma-systems-private-limited1596970213,5f312f623fca4a5498b8c27c
645,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Kanpur Dehat,Internshala,7264443981140391745,2020-08-10 11:27:25.174,2020-08-10 11:27:25.174,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-kanpur-dehat-in-dhisigma-systems-private-limited1596970164,5f312f623fca4a5498b8c27d
646,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About the internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4. have relevant skills and interestsPerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Mumbai,Internshala,-3857532268674642606,2020-08-10 11:27:27.026,2020-08-10 11:27:27.026,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-internship-in-mumbai-at-dhisigma-systems-private-limited1596970103,5f312f623fca4a5498b8c27e
647,DhiSigma Systems Private Limited,['NA'],"About DhiSigma Systems Private Limited dhisigma ?page_id=3We are a software product and services company specializing in FMCG supply chain solutions. For FMCG distribution companies, our sales & supply optimizer can substantially reduce miles driven and fuel consumed. Time saved in planning can be utilized for selling activities, and the optimizer also achieves an increase in coverage and unit sales per truck and sales rep. The optimizer focuses on two key areas of a business.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Researching and finding prospects 2. Working on meeting prospects and pitching our software solutions 3. Working on following up and closing salesWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 2 months4.are from Delhi and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateFlexible work hoursInformal dress codeNumber of openings15 ",Not Applicable,NA,Delhi,Internshala,-3083880250091949055,2020-08-10 11:27:29.487,2020-08-10 11:27:29.487,['NA'],Market Expansion,Internship,https://internshala.com/internship/detail/market-expansion-part-time-job-internship-at-delhi-in-dhisigma-systems-private-limited1596970024,5f312f623fca4a5498b8c27f
648,Thick Accent Football,['NA'],"About Thick Accent Football thickaccent.comEstablished in September 2011, the sole purpose of Thick Accent is to get the football fans closer to the action one post at a time! A daily features website, we are always on the prowl of any interesting development in the world of football, with the primary focus being on the English Premier League, Championship and SPFL. About the work from home job/internshipThick Accent is looking for football fans who want to acquire an individuality of their own as content creators. Selected intern's responsibilities include:1. Execute 3 articles everyday 2. Make sure each article is at least 400 words long 3. Ensure the content is plagiarism-freeSkill(s) requiredSocial Media Marketing English Proficiency (Written) Learn these skills on Internshala Trainings Learn Social Media Marketing Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Aug'20 and 14th Sep'203. are available for duration of 2 months4. have relevant skills and interestsOther requirements1. Should have extremely high standards of English (UK) comprehension 2. Should live and breathe football 3. Should be opinionated about your favorite club 4. Ability to write concise and explain narratives with ease 5. Should ace written English 6. Should know the needs of a savvy & well-read football fan in 2019 PerksCertificateLetter of recommendationNumber of openings2 ",Not Applicable,NA, Work From Home,Internshala,-1867222297481009160,2020-08-10 11:27:34.103,2020-08-10 11:27:34.103,"['Social Media Marketing', 'English Proficiency (Written)']",Content Writing,Internship,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-thick-accent-football1597044114,5f312f623fca4a5498b8c280
649,Vitaraka Ecommerce Private Limited,['NA'],"About Vitaraka Ecommerce Private Limited vitaraka Vitaraka Ecommerce Private Limited is a next-generation web/mobile app that enables retailers to offer a wide variety of products, services, apps, content to their customers. Every retailer with this app now has his own online store which will not only build up his customer base but will also help him earn more. We have built an exclusive product list of competitive prices, apps, dynamic daily content, easiest recharges, and DTH services, all on a single platform.About the work from home job/internshipSelected intern's day-to-day responsibilities include:1. Work on cutting-edge technologies of AI like machine learning, deep learning, computer vision etc.2. Understand the problem statement 3. Review present state-of-the-art techniques and find applicable approaches 4. Design and implement the solution 5. Improve the efficiency of the modelSkill(s) requiredPython Machine Learning Learn these skills on Internshala Trainings Learn Python Learn Machine LearningWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Aug'20 and 14th Sep'203. are available for duration of 3 months4. have relevant skills and interestsPerksCertificateLetter of recommendationFlexible work hoursNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,-8725568130902333627,2020-08-10 11:27:36.584,2020-08-10 11:27:36.584,"['Python', 'Machine Learning']",Machine Learning,Internship,https://internshala.com/internship/detail/machine-learning-work-from-home-job-internship-at-vitaraka-ecommerce-private-limited1597043921,5f312f623fca4a5498b8c281
650,ECom Conversion,['NA'],"About ECom Conversionhttps://ecomconversion.comWe are a data-driven e-commerce advertising agency. We help clients achieve their business goals with e-commerce campaigns that drive revenue growth. From strategy to execution and execution to optimization, our team strives to give maximum ROI to our clients.About the internshipSelected intern's day-to-day responsibilities include: 1. Developing and managing digital marketing campaigns 2. Overseeing a social media strategy 3. Managing and maintaining the organization's website(s) 4. Writing and optimizing content for the website and social networking accounts such as Facebook and Twitter 5. Tracking and analyzing website traffic flow and providing regular internal reportsSkill(s) requiredSocial Media Marketing Google Analytics Digital Marketing Google AdWords Facebook Marketing Learn these skills on Internshala Trainings Learn Social Media Marketing Learn Google Analytics Learn Google AdWords Learn Facebook MarketingWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 10th Aug'20 and 14th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateFlexible work hoursJob offerNumber of openings2 ",Not Applicable,NA,"Delhi, Ghaziabad, Faridabad, Gurgaon, Noida",Internshala,5558324720024137877,2020-08-10 11:27:40.305,2020-08-10 11:27:40.305,"['Social Media Marketing', 'Google Analytics', 'Digital Marketing', 'Google AdWords', 'Facebook Marketing']",Digital Marketing,Internship,https://internshala.com/internship/detail/digital-marketing-internship-in-multiple-locations-at-ecom-conversion1597043782,5f312f623fca4a5498b8c282
651,Funnearn,['NA'],"About Funnearnhttps://www.funnearn.comAbout Funnearn: Have you ever heard about a free online and gaming application that earns you cash? Funnearn app employs a series of memory training exercises to increase focus, memory, and problem-solving skills. This application allows you to simply play the games, compete, and win them for real money. The amount of money, you win here, will get transferred to your Paytm/Bank/UPI account. The unique games and puzzles aimed at stretching and improving your mental agility lead users through various tasks. About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Work on updating our internal databases with new employee information 2. Work on screening resumes and application forms 3. Work on scheduling and confirming interviews with candidates 4. Work on posting, updating, and removing job ads from job boards, careers pages, and social networking sites 5. Work on assisting in campus connect 6. Work on assisting in organizing and coordinating our HR policies and proceduresWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 6 months4. have relevant skills and interestsPerksCertificateLetter of recommendationAdditional InformationIf you're interested in kick-starting your career in HR and getting a closer look at how our company approaches recruiting and employee development, we'd like to meet you.Number of openings2 ",Not Applicable,NA, Work From Home,Internshala,-6463790685872397732,2020-08-10 11:27:43.177,2020-08-10 11:27:43.177,['NA'],Human Resources (HR),Internship,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-funnearn1596872821,5f312f623fca4a5498b8c283
652,Insurgics Health Solution,['NA'],"About Insurgics Health SolutionInsurgics Health Solution Private Limited is a startup & promoted as Mom Kid Care. We, at Mom Kid Care, believe that every woman, mom, and their kids deserve the best possible care to make a healthier & happy family life ahead. Mom Kid Care is an exclusive & dedicated online platform, designed by experts on women's health and wellness.Mom Kid Care is revolutionizing women's health by providing them instant access to certified & verified 'health content', allows them to have 'second opinions' immediately from gynecologists, IVF specialists, pediatricians & dieticians, the opportunity to book online healthcare services at their fingertips namely pre & postnatal classes, lactation or breastfeeding counseling, miscarriage or abortion counseling, nanny services, working women childcare services, special need children care services & speech therapy for children classes. About the internshipSelected intern's day-to-day responsibilities include:1. Follow up with customers to make sure that they are satisfied with the service 2. Make sure that salespersons are on track with sales goals 3. Meet with other departments to make sure that salespeople are doing their job correctly 4. Provide any necessary data or reports to the sales team 5. Understand customer's query, identifies the root cause of the problem, and resolves the issue by connecting the right stakeholders 6. Acknowledge customers by responding to emails, texts, and phone calls 7. Update all contact information for clients 8. Deal with any customer complaints and resolves the issue as necessary 9. Manage administrative work including filing reports or presenting sales team with necessary documents 10. Define proper process and standards of serving which includes all formatted documents, the timely response of service provider, timely feedback calls from the MKC team 11. Identify the bottlenecks and modifies the process accordingly 12. Work on feedback call to all the customers after the completion of service and share the feedback with the marketing team 13. Segment customers basis on their needs and expectationsSkill(s) requiredMS-Office English Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 10th Aug'20 and 14th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationInformal dress codeNumber of openings1 ",Not Applicable,NA,Delhi,Internshala,-32732383873793623,2020-08-10 11:27:46.104,2020-08-10 11:27:46.104,"['MS-Office', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Customer Support,Internship,https://internshala.com/internship/detail/customer-support-internship-in-delhi-at-insurgics-health-solution1597043738,5f312f623fca4a5498b8c284
653,Keshav Technosys,['NA'],"About Keshav Technosyshttp://keshavtechnosys.comKeshav Technosys is a tremendous combination of software & networking technologies. The company serves superior class solutions and services in both the fields, in the optimal range in this competitive environment. The company offers services towards software development, latest web technologies, web spacing, wireless & wired networking, network setup, online business marketing, stock management, hotel management, hospital management, premium calculator, etc. We understand that every client has unique requirements, objectives, and challenges. We understand the requirement completely, implement the right solution using innovative & dynamic strategy & deliver the solution with complete customer satisfaction.About part time job/internshipSelected intern's day-to-day responsibilities include:1. Working with PHP and MySQL to design, develop, and debug web applications 2. Integrating back-end services with PHP/Javascript based front end needs 3. Working with the team to manage, optimize, and customize multiple web applications 4. Creating and maintaining technical documentationSkill(s) requiredJava Adobe Photoshop Adobe Creative Suite Adobe Dreamweaver 3ds Max Adobe Audition Adobe After Effects Kotlin Angular 7.0 Learn these skills on Internshala Trainings Learn Java Learn Adobe Photoshop Learn Kotlin Learn AngularWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 7th Aug'20 and 11th Sep'203. are available for duration of 3 months4.are from Ajmer, Delhi, Indore, Bangalore, Mumbai, Jaipur and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hoursInformal dress codeJob offerNumber of openings5 ",Not Applicable,NA,"Ajmer, Delhi, Indore, Bangalore, Mumbai, Jaipur",Internshala,3400982642434717936,2020-08-10 11:27:50.059,2020-08-10 11:27:50.059,"['Java', 'Adobe Photoshop', 'Adobe Creative Suite', 'Adobe Dreamweaver', '3ds Max', 'Adobe Audition', 'Adobe After Effects', 'Kotlin', 'Angular 7.0']",Web Development,Internship,https://internshala.com/internship/detail/web-development-part-time-job-internship-at-multiple-locations-in-keshav-technosys1596823471,5f312f623fca4a5498b8c285
654,Insurgics Health Solution,['NA'],"About Insurgics Health SolutionInsurgics Health Solution Private Limited is a startup & promoted as Mom Kid Care. We, at Mom Kid Care, believe that every woman, mom, and their kids deserve the best possible care to make a healthier & happy family life ahead. Mom Kid Care is an exclusive & dedicated online platform, designed by experts on women's health and wellness.Mom Kid Care is revolutionizing women's health by providing them instant access to certified & verified 'health content', allows them to have 'second opinions' immediately from gynecologists, IVF specialists, pediatricians & dieticians, the opportunity to book online healthcare services at their fingertips namely pre & postnatal classes, lactation or breastfeeding counseling, miscarriage or abortion counseling, nanny services, working women childcare services, special need children care services & speech therapy for children classes. About the internshipSelected intern's day-to-day responsibilities include: 1. Working on interacting with other physiotherapists, dieticians, childbirth educators, lactation consultant and yoga trainers who are serving the pregnant females to get the latest update and understanding market demands 2. Working on assisting in preparing the operational guidelines for serving the patient by service providers 3. Working on training health advisors on regular intervals, preparing patients FAQ bank, and standard therapy charts 4. Working on preparing and gathering data of medical resource library and maintaining it onlineSkill(s) requiredEnglish Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 10th Aug'20 and 14th Sep'203. are available for duration of 3 months4. have relevant skills and interestsOther requirements1. Candidate must have an in-depth understanding of the subject (gynecology and child issues) PerksCertificateLetter of recommendationInformal dress codeJob offerNumber of openings1 ",Not Applicable,NA,Delhi,Internshala,-1206494371316059437,2020-08-10 11:27:53.209,2020-08-10 11:27:53.209,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Medical/Therapy Expertise,Internship,https://internshala.com/internship/detail/medical-therapy-expertise-internship-in-delhi-at-insurgics-health-solution1597043716,5f312f623fca4a5498b8c286
655,FAB HR,['NA'],"About FAB HRhttps://fabhr.inFabHR disentangle HR center capacities for innovation-driven organizations to transform customary HR exchanges and drive business benefits crosswise over capacities.FabHR is a fully automated system, easy to configure, and designed to be well adapted by your Business practices and users. You can get this up and running in a quick time span. High-value support and maintenance services to help you keep your system running smoothly and efficiently.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Interact with clients, handle concerns & queries regarding business opportunities 2. Make new connections with reputed clients especially decision making 3. Generate leads via different mediums, channels, and sources 4. Send emails & work on WhatsApp and another social platform 5. Conduct daily research & analysis of the market, market trend, & new services 6. Manage client database, filter the right audience, and segregate on the basis of business domain/type 7. Conduct daily social activities to promote company's brand on social platformsSkill(s) requiredSocial Media Marketing Digital Marketing Creative Writing Email Marketing Learn these skills on Internshala Trainings Learn Social Media Marketing Learn Creative Writing Learn Email MarketingWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hours5 days a weekNumber of openings3 ",Not Applicable,NA, Work From Home,Internshala,7648074676736479890,2020-08-10 11:27:57.713,2020-08-10 11:27:57.713,"['Social Media Marketing', 'Digital Marketing', 'Creative Writing', 'Email Marketing']",Marketing,Internship,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-fab-hr1595943686,5f312f623fca4a5498b8c287
656,Comparepolicy.com,['NA'],"About Comparepolicy.com comparepolicy.comWe offer our customers the opportunity to compare premium rates for all leading insurance players, compare their prices, key features and make an informed buying decision.About the internshipSelected intern's day-to-day responsibilities include: 1. Creating a variety of content on the insurance product and doing analysis 2. Insurance products of various typesSkill(s) requiredSearch Engine Marketing (SEM) Search Engine Optimization (SEO) English Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Search Engine Marketing Learn SEO Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 10th Aug'20 and 14th Sep'203. are available for duration of 6 months4.are from Delhi, Noida and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationNumber of openings2 ",Not Applicable,NA,"Delhi, Noida",Internshala,1101518677671904092,2020-08-10 11:28:00.127,2020-08-10 11:28:00.127,"['Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Content Writing,Internship,https://internshala.com/internship/detail/content-writing-internship-in-delhi-noida-at-comparepolicycom1597043688,5f312f623fca4a5498b8c288
657,Insurgics Health Solution,['NA'],"About Insurgics Health SolutionInsurgics Health Solution Private Limited is a startup & promoted as Mom Kid Care. We, at Mom Kid Care, believe that every woman, mom, and their kids deserve the best possible care to make a healthier & happy family life ahead. Mom Kid Care is an exclusive & dedicated online platform, designed by experts on women's health and wellness.Mom Kid Care is revolutionizing women's health by providing them instant access to certified & verified 'health content', allows them to have 'second opinions' immediately from gynecologists, IVF specialists, pediatricians & dieticians, the opportunity to book online healthcare services at their fingertips namely pre & postnatal classes, lactation or breastfeeding counseling, miscarriage or abortion counseling, nanny services, working women childcare services, special need children care services & speech therapy for children classes. About the internshipSelected intern's day-to-day responsibilities include:1. Work on pre and postnatal patient's query and understanding and guiding or convincing them to avail the services in case of need 2. Work on interacting with healthcare service providers, yoga experts/dieticians/lactation consultant/physiotherapists, etc. in order to assign patients who require services 3. Work on maintaining lead sheet, booking management and ensuring business targets are met 4. Work regularly on following up with consumer to make sure that they are satisfied with the serviceSkill(s) requiredEnglish Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 10th Aug'20 and 14th Sep'203. are available for duration of 3 months4.are from Delhi, Ghaziabad, Noida and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.Other requirements1. Candidate must be B.Sc. Dietetics graduate or must be a qualified dietician PerksCertificateLetter of recommendationInformal dress codeJob offerNumber of openings1 ",Not Applicable,NA,"Delhi, Ghaziabad, Noida",Internshala,586595792949157286,2020-08-10 11:28:04.673,2020-08-10 11:28:04.673,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Health Advisor (Diet/Nutrition),Internship,https://internshala.com/internship/detail/health-advisor-diet-nutrition-internship-in-multiple-locations-at-insurgics-health-solution1597043685,5f312f623fca4a5498b8c289
658,Parent Protect,['NA'],"About Parent Protecthttps://www.parentprotect.inWe are India's first health tech start-up working towards building an ecosystem of AI-enabled emergency medical care services. About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Designing applications using the MERN stack 2. Working with IoT devicesSkill(s) requiredFirebase MEAN/MERN StackWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Aug'20 and 14th Sep'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Other requirements1. Should have some experience with REST and JSON APIs, as the selected candidate will be working on an IoT project and handling lots of incoming data 2. Prior experience with Node.js applications is a must 3. Will be good if they know Firebase PerksCertificateLetter of recommendationFlexible work hoursNumber of openings5 ",Not Applicable,NA, Work From Home,Internshala,5237071232724317357,2020-08-10 11:28:07.260,2020-08-10 11:28:07.261,"['Firebase', 'MEAN/MERN Stack']",MERN Stack Developer,Internship,https://internshala.com/internship/detail/mern-stack-developer-work-from-home-job-internship-at-parent-protect1597043685,5f312f623fca4a5498b8c28a
